# Wordlist

# DATA
ID	DOCULECT	CONCEPT	NUMBER	CHINESE	VALUE	FORM	TOKENS	STRUCTURE
784	Kua-nsi	skin*	147	皮肤	ko³³ dzɿ⁵⁵	ko³³dzɿ⁵⁵	k o ³³ + dz ɿ ⁵⁵	i n t + i n t
785	Kuamasi	skin*	147	皮肤	xu²¹ ku³³	xu²¹ku³³	x u ²¹ + k u ³³	i n t + i n t
786	Zibusi (Daqing)	skin*	147	皮肤	dʑi⁵⁵ kɯ²¹	dʑi⁵⁵kɯ²¹	dʑ i ⁵⁵ + k ɯ ²¹	i n t + i n t
787	Laizisi (Moguang)	skin*	147	皮肤	dʑi⁵⁵	dʑi⁵⁵	dʑ i ⁵⁵	i n t
788	Sonaga (Xinfeng)	skin*	147	皮肤	dʑi⁵⁵ ko³³, dʑi⁵⁵ tso⁵⁵	dʑi⁵⁵ko³³	dʑ i ⁵⁵ + k o ³³	i n t + i n t
789	Sonaga (Xinfeng)	skin*	147	皮肤	dʑi⁵⁵ ko³³, dʑi⁵⁵ tso⁵⁵	dʑi⁵⁵tso⁵⁵	dʑ i ⁵⁵ + ts o ⁵⁵	i n t + i n t
#
1	Kua-nsi (Hedong)	sky	1	天(天空)	ʔa⁵⁵ ŋ²¹ ka⁵⁵ la⁵⁵ mu³³	ʔa⁵⁵ŋ²¹ka⁵⁵la⁵⁵mu³³	ʔ a ⁵⁵ + ŋ ²¹ + k a ⁵⁵ + l a ⁵⁵ + m u ³³	i n t + n t + i n t + i n t + i n t
2	Kuamasi	sky	1	天(天空)	ʔa⁵⁵ ka⁵⁵ mũ³³	ʔa⁵⁵ka⁵⁵mũ³³	ʔ a ⁵⁵ + k a ⁵⁵ + m ũ ³³	i n t + i n t + i n t
3	Zibusi (Daqing)	sky	1	天(天空)	n̩²¹ ka⁵⁵ la⁵⁵ mu³³	n̩²¹ka⁵⁵la⁵⁵mu³³	n n̩ ²¹ + k a ⁵⁵ + l a ⁵⁵ + m u ³³	i n t + i n t + i n t + i n t
4	Laizisi (Moguang)	sky	1	天(天空)	mo̠²¹, ʔa⁵⁵ mu²¹ ka⁵⁵ la⁵⁵ mu³³	mo̠²¹	m o̠/o ²¹	i n t
5	Laizisi (Moguang)	sky	1	天(天空)	mo̠²¹, ʔa⁵⁵ mu²¹ ka⁵⁵ la⁵⁵ mu³³	ʔa⁵⁵mu²¹ka⁵⁵la⁵⁵mu³³	ʔ a ⁵⁵ + m u ²¹ + k a ⁵⁵ + l a ⁵⁵ + m u ³³	i n t + i n t + i n t + i n t + i n t
6	Sonaga (Xinfeng)	sky	1	天(天空)	mɤ̪²¹	mɤ̪²¹	m ɤ̪/ɤ ²¹	i n t
#
2320	Kua-nsi (Hedong)	slow	438	慢(走得慢)	dʑu⁵⁵	dʑu⁵⁵	dʑ u ⁵⁵	i n t
2321	Kuamasi	slow	438	慢(走得慢)	pʰi⁵⁵	pʰi⁵⁵	pʰ i ⁵⁵	i n t
2322	Zibusi (Daqing)	slow	438	慢(走得慢)	la²¹	la²¹	l a ²¹	i n t
2323	Laizisi (Moguang)	slow	438	慢(走得慢)	pʰi⁵⁵	pʰi⁵⁵	pʰ i ⁵⁵	i n t
2324	Sonaga (Xinfeng)	slow	438	慢(走得慢)	pʰi⁵⁵	pʰi⁵⁵	pʰ i ⁵⁵	i n t
#
2580	Kua-nsi (Hedong)	small*	485	小	ʔja³³	ʔja³³	ˀj a ³³	i n t
2581	Kua-nsi	small*	485	小	ʔja⁵⁵	ʔja⁵⁵	ˀj a ⁵⁵	i n t
2582	Kuamasi	small*	485	小	ʔja⁵⁵	ʔja⁵⁵	ˀj a ⁵⁵	i n t
2583	Zibusi (Daqing)	small*	485	小	ʔja³³	ʔja³³	ˀj a ³³	i n t
2584	Laizisi (Moguang)	small*	485	小	ʔja³³	ʔja³³	ˀj a ³³	i n t
2585	Sonaga (Xinfeng)	small*	485	小	ʔja⁵⁵	ʔja⁵⁵	ˀj a ⁵⁵	i n t
#
128	Kua-nsi (Hedong)	smoke*	24	烟(炊烟)	ʔŋ²¹ kʰɤ̠²¹ ̩	ʔŋ²¹kʰɤ̠²¹	ˀŋ ²¹ + kʰ ɤ̠/ɤ ²¹	n t + i n t
129	Kua-nsi	smoke*	24	烟(炊烟)	ʔn̩²² kʰɤ̠³³	ʔn̩²²kʰɤ̠³³	ˀn n̩ ²² + kʰ ɤ̠/ɤ ³³	i n t + i n t
130	Kuamasi	smoke*	24	烟(炊烟)	kʰo²¹ ʔõ³³	kʰo²¹ʔõ³³	kʰ o ²¹ + ʔ õ ³³	i n t + i n t
131	Zibusi (Daqing)	smoke*	24	烟(炊烟)	ʔn̩²² kʰo²¹	ʔn̩²²kʰo²¹	ˀn n̩ ²² + kʰ o ²¹	i n t + i n t
132	Laizisi (Moguang)	smoke*	24	烟(炊烟)	ʔõ̠²¹ kʰo̠²¹	ʔõ̠²¹kʰo̠²¹	ʔ õ̠/õ ²¹ + kʰ o̠/o ²¹	i n t + i n t
133	Sonaga (Xinfeng)	smoke*	24	烟(炊烟)	kʰɤ̪²¹ ʔɤ̠²¹ ̠	kʰɤ̪²¹ʔɤ̠²¹	kʰ ɤ̪/ɤ ²¹ + ʔ ɤ̠/ɤ ²¹	i n t + i n t
#
319	Kua-nsi (Hedong)	snake	61	蛇	lu³³ sua⁵⁵	lu³³sua⁵⁵	l u ³³ + s w a ⁵⁵	i n t + i m n t
320	Kuamasi	snake	61	蛇	lu³³ ʃua⁵⁵	lu³³ʃua⁵⁵	l u ³³ + ʃ w a ⁵⁵	i n t + i m n t
321	Zibusi (Daqing)	snake	61	蛇	lu³³ sua⁵⁵	lu³³sua⁵⁵	l u ³³ + s w a ⁵⁵	i n t + i m n t
322	Laizisi (Moguang)	snake	61	蛇	lu³³ ʃua⁵⁵	lu³³ʃua⁵⁵	l u ³³ + ʃ w a ⁵⁵	i n t + i m n t
323	Sonaga (Xinfeng)	snake	61	蛇	lo²¹ sɛ̃⁵⁵	lo²¹sɛ̃⁵⁵	l o ²¹ + s ɛ̃ ⁵⁵	i n t + i n t
#
2252	Kua-nsi (Hedong)	soft	426	软	ȵa̠²¹ ʔnɯ̠³³	ȵa̠²¹ʔnɯ̠³³	ȵ a̠/a ²¹ + ˀn ɯ̠/ɯ ³³	i n t + i n t
2253	Kuamasi	soft	426	软	hia̠²¹ nɯ̃³³	hia̠²¹nɯ̃³³	h j a̠ ²¹ + n ɯ̃ ³³	i m n t + i n t
2254	Zibusi (Daqing)	soft	426	软	ȵa²¹ nɯ³³	ȵa²¹nɯ³³	ȵ a ²¹ + n ɯ ³³	i n t + i n t
2255	Laizisi (Moguang)	soft	426	软	no²¹	no²¹	n o ²¹	i n t
2256	Sonaga (Xinfeng)	soft	426	软	nɯ̠²¹	nɯ̠²¹	n ɯ̠/ɯ ²¹	i n t
#
923	Kua-nsi (Hedong)	soldier	173	兵(士兵)	ma̠²¹	ma̠²¹	m a̠/a ²¹	i n t
924	Kuamasi	soldier	173	兵(士兵)	ma̠²¹	ma̠²¹	m a̠/a ²¹	i n t
925	Zibusi (Daqing)	soldier	173	兵(士兵)	ma²¹	ma²¹	m a ²¹	i n t
926	Laizisi (Moguang)	soldier	173	兵(士兵)	kʰo⁵⁵ zu²¹	kʰo⁵⁵zu²¹	kʰ o ⁵⁵ + z u ²¹	i n t + i n t
927	Sonaga (Xinfeng)	soldier	173	兵(士兵)	mɑ̠²¹	mɑ̠²¹	m ɑ̠/ɑ ²¹	i n t
#
978	Kua-nsi (Hedong)	son	184	儿子	zu²¹	zu²¹	z u ²¹	i n t
979	Kuamasi	son	184	儿子	zu²¹	zu²¹	z u ²¹	i n t
980	Zibusi (Daqing)	son	184	儿子	zu²¹	zu²¹	z u ²¹	i n t
981	Laizisi (Moguang)	son	184	儿子	zu²¹	zu²¹	z u ²¹	i n t
982	Sonaga (Xinfeng)	son	184	儿子	ŋo³³ zo²¹	ŋo³³zo²¹	ŋ o ³³ + z o ²¹	i n t + i n t
#
993	Kua-nsi (Hedong)	son-in-law	187	女婿	ʔma̠²¹ vɨ⁵⁵̪ zu²¹	ʔma̠²¹vɨ⁵⁵̪zu²¹	ˀm a̠/a ²¹ + v ɨ ⁵⁵ + z u ²¹	i n t + i n t + i n t
994	Kuamasi	son-in-law	187	女婿	ʔma̠²¹ a⁵⁵ zu²¹	ʔma̠²¹a⁵⁵zu²¹	ˀm a̠/a ²¹ + a ⁵⁵ + z u ²¹	i n t + n t + i n t
995	Zibusi (Daqing)	son-in-law	187	女婿	ma̠²¹ vɤ⁵⁵	ma̠²¹vɤ⁵⁵	m a̠/a ²¹ + v ɤ ⁵⁵	i n t + i n t
996	Laizisi (Moguang)	son-in-law	187	女婿	zu²¹ ma²¹ ma̠²¹ vɤ⁵⁵	zu²¹ma²¹ma̠²¹vɤ⁵⁵	z u ²¹ + m a ²¹ + m a̠/a ²¹ + v ɤ ⁵⁵	i n t + i n t + i n t + i n t
997	Sonaga (Xinfeng)	son-in-law	187	女婿	zo²¹ mɛ̠²¹ ma²¹ vɨ⁵⁵̪	zo²¹mɛ̠²¹ma²¹vɨ⁵⁵̪	z o ²¹ + m ɛ̠/ɛ ²¹ + m a ²¹ + v ɨ ⁵⁵	i n t + i n t + i n t + i n t
#
1261	Kua-nsi (Hedong)	soul	239	灵魂	huã⁵⁵ suã⁵⁵ zu²¹	huã⁵⁵suã⁵⁵zu²¹	h w ã ⁵⁵ + s w ã ⁵⁵ + z u ²¹	i m n t + i m n t + i n t
1262	Kuamasi	soul	239	灵魂	hu⁵⁵ su⁵⁵ zu²¹	hu⁵⁵su⁵⁵zu²¹	h u ⁵⁵ + s u ⁵⁵ + z u ²¹	i n t + i n t + i n t
1263	Zibusi (Daqing)	soul	239	灵魂	hn̩ʔ⁵⁵ ju⁵⁵ zu²¹	hn̩ʔ⁵⁵ju⁵⁵zu²¹	h n̩ ⁵⁵ + j u ⁵⁵ + z u ²¹	i n t + i n t + i n t
1264	Laizisi (Moguang)	soul	239	灵魂	hũ⁵⁵ zu²¹	hũ⁵⁵zu²¹	h ũ ⁵⁵ + z u ²¹	i n t + i n t
1265	Sonaga (Xinfeng)	soul	239	灵魂	hu⁵⁵ zũ²¹	hu⁵⁵zũ²¹	h u ⁵⁵ + z ũ ²¹	i n t + i n t
#
448	Kua-nsi (Hedong)	soup	85	汤(菜汤)	zu⁵⁵ tsʰu⁵⁵	zu⁵⁵tsʰu⁵⁵	z u ⁵⁵ + tsʰ u ⁵⁵	i n t + i n t
449	Kuamasi	soup	85	汤(菜汤)	mi⁵⁵ tɕʰɛ̠³³	mi⁵⁵tɕʰɛ̠³³	m i ⁵⁵ + tɕʰ ɛ̠/ɛ ³³	i n t + i n t
450	Zibusi (Daqing)	soup	85	汤(菜汤)	hua³³ ɕiou²¹	hua³³ɕiou²¹	h w a ³³ + ɕ j ou ²¹	i m n t + i m n t
451	Laizisi (Moguang)	soup	85	汤(菜汤)	mi⁵⁵ tɕi³³̠	mi⁵⁵tɕi³³	m i ⁵⁵ + tɕ i ³³	i n t + i n t
452	Sonaga (Xinfeng)	soup	85	汤(菜汤)	mi⁵⁵ tɕʰi³³	mi⁵⁵tɕʰi³³	m i ⁵⁵ + tɕʰ i ³³	i n t + i n t
#
2387	Kua-nsi (Hedong)	sour	450	酸	tsɯ⁵⁵	tsɯ⁵⁵	ts ɯ ⁵⁵	i n t
2388	Kuamasi	sour	450	酸	tsɯ⁵⁵	tsɯ⁵⁵	ts ɯ ⁵⁵	i n t
2389	Zibusi (Daqing)	sour	450	酸	tsɯ⁵⁵	tsɯ⁵⁵	ts ɯ ⁵⁵	i n t
2390	Laizisi (Moguang)	sour	450	酸	tsɯ⁵⁵	tsɯ⁵⁵	ts ɯ ⁵⁵	i n t
2391	Sonaga (Xinfeng)	sour	450	酸	tsɯ̃⁵⁵	tsɯ̃⁵⁵	ts ɯ̃ ⁵⁵	i n t
#
2402	Kua-nsi (Hedong)	spicy	453	辣	dzɿ³³ _	dzɿ³³	dz ɿ ³³	i n t
2403	Kuamasi	spicy	453	辣	dzɿ³³ _	dzɿ³³	dz ɿ ³³	i n t
2404	Zibusi (Daqing)	spicy	453	辣	dzɿ³³	dzɿ³³	dz ɿ ³³	i n t
2405	Laizisi (Moguang)	spicy	453	辣	dʑi³³̠	dʑi³³	dʑ i ³³	i n t
2406	Sonaga (Xinfeng)	spicy	453	辣	dʑi³³	dʑi³³	dʑ i ³³	i n t
#
329	Kua-nsi (Hedong)	spider	63	蜘蛛	ʔja²¹ mu³³	ʔja²¹mu³³	ˀj a ²¹ + m u ³³	i n t + i n t
330	Kuamasi	spider	63	蜘蛛	ʔja²¹ mu³³	ʔja²¹mu³³	ˀj a ²¹ + m u ³³	i n t + i n t
331	Zibusi (Daqing)	spider	63	蜘蛛	ya²¹ mu³³	ya²¹mu³³	ɥ a ²¹ + m u ³³	i n t + i n t
332	Laizisi (Moguang)	spider	63	蜘蛛	ʔja²¹ mũ³³	ʔja²¹mũ³³	ˀj a ²¹ + m ũ ³³	i n t + i n t
333	Sonaga (Xinfeng)	spider	63	蜘蛛	ʑa²¹ mou³³ zɿ⁵⁵	ʑa²¹mou³³zɿ⁵⁵	ʑ a ²¹ + m ou ³³ + z ɿ ⁵⁵	i n t + i n t + i n t
#
1198	Kua-nsi (Hedong)	stairs	227	梯子(木梯)	ɡa²¹ dzu⁵⁵, dzɿ²¹ tʰi⁵⁵	ɡa²¹dzu⁵⁵	g a ²¹ + dz u ⁵⁵	i n t + i n t
1199	Kua-nsi (Hedong)	stairs	227	梯子(木梯)	ɡa²¹ dzu⁵⁵, dzɿ²¹ tʰi⁵⁵	dzɿ²¹tʰi⁵⁵	dz ɿ ²¹ + tʰ i ⁵⁵	i n t + i n t
1200	Kuamasi	stairs	227	梯子(木梯)	tʃɿ²¹ tʰi⁵⁵ _	tʃɿ²¹tʰi⁵⁵	tʃ ɿ ²¹ + tʰ i ⁵⁵	i n t + i n t
1201	Zibusi (Daqing)	stairs	227	梯子(木梯)	tsɿ²¹ tʰɛi⁵⁵	tsɿ²¹tʰɛi⁵⁵	ts ɿ ²¹ + tʰ ɛi ⁵⁵	i n t + i n t
1202	Laizisi (Moguang)	stairs	227	梯子(木梯)	ʒɿ⁵⁵ tʰai⁵⁵	ʒɿ⁵⁵tʰai⁵⁵	ʒ ɿ ⁵⁵ + tʰ ai ⁵⁵	i n t + i n t
1203	Sonaga (Xinfeng)	stairs	227	梯子(木梯)	dzɿ⁵⁵ tʰɛ⁵⁵	dzɿ⁵⁵tʰɛ⁵⁵	dz ɿ ⁵⁵ + tʰ ɛ ⁵⁵	i n t + i n t
#
19	Kua-nsi (Hedong)	star*	4	星星	u⁵⁵ tɕua⁵⁵	u⁵⁵tɕua⁵⁵	u ⁵⁵ + tɕ w a ⁵⁵	n t + i m n t
20	Kua-nsi	star*	4	星星	ʔu⁵⁵ tɕua⁵⁵	ʔu⁵⁵tɕua⁵⁵	ʔ u ⁵⁵ + tɕ w a ⁵⁵	i n t + i m n t
21	Kuamasi	star*	4	星星	tɕyɛ⁵⁵	tɕyɛ⁵⁵	tɕ ɥ ɛ ⁵⁵	i m n t
22	Zibusi (Daqing)	star*	4	星星	tɕua⁵⁵	tɕua⁵⁵	tɕ w a ⁵⁵	i m n t
23	Laizisi (Moguang)	star*	4	星星	ʔa⁵⁵ tɕua⁵⁵ zu²¹	ʔa⁵⁵tɕua⁵⁵zu²¹	ʔ a ⁵⁵ + tɕ w a ⁵⁵ + z u ²¹	i n t + i m n t + i n t
24	Sonaga (Xinfeng)	star*	4	星星	tɕiɛ⁵⁵ kʰõ³³	tɕiɛ⁵⁵kʰõ³³	tɕ j ɛ ⁵⁵ + kʰ õ ³³	i m n t + i n t
#
560	Kua-nsi (Hedong)	stick	107	棍子	u⁵⁵ tu⁵⁵, lo²¹ ka³³	u⁵⁵tu⁵⁵	u ⁵⁵ + t u ⁵⁵	n t + i n t
561	Kua-nsi (Hedong)	stick	107	棍子	u⁵⁵ tu⁵⁵, lo²¹ ka³³	lo²¹ka³³	l o ²¹ + k a ³³	i n t + i n t
562	Kuamasi	stick	107	棍子	la̠²¹ ka³³	la̠²¹ka³³	l a̠/a ²¹ + k a ³³	i n t + i n t
563	Zibusi (Daqing)	stick	107	棍子	ʔa⁵⁵ tu⁵⁵	ʔa⁵⁵tu⁵⁵	ʔ a ⁵⁵ + t u ⁵⁵	i n t + i n t
564	Laizisi (Moguang)	stick	107	棍子	mu⁵⁵ tu⁵⁵	mu⁵⁵tu⁵⁵	m u ⁵⁵ + t u ⁵⁵	i n t + i n t
565	Sonaga (Xinfeng)	stick	107	棍子	kua³³ a⁵⁵ kua³³	kua³³a⁵⁵kua³³	k w a ³³ + a ⁵⁵ + k w a ³³	i m n t + n t + i m n t
#
2412	Kua-nsi (Hedong)	stinky	455	臭	bi²¹ nɯ⁵⁵	bi²¹nɯ⁵⁵	b i ²¹ + n ɯ ⁵⁵	i n t + i n t
2413	Kuamasi	stinky	455	臭	bɯ²¹ nɯ⁵⁵	bɯ²¹nɯ⁵⁵	b ɯ ²¹ + n ɯ ⁵⁵	i n t + i n t
2414	Zibusi (Daqing)	stinky	455	臭	bɯ²¹ nɯ⁵⁵	bɯ²¹nɯ⁵⁵	b ɯ ²¹ + n ɯ ⁵⁵	i n t + i n t
2415	Laizisi (Moguang)	stinky	455	臭	bɯ²¹ nɯ⁵⁵	bɯ²¹nɯ⁵⁵	b ɯ ²¹ + n ɯ ⁵⁵	i n t + i n t
2416	Sonaga (Xinfeng)	stinky	455	臭	tsʰɨ²¹̪ nɯ⁵⁵ _	tsʰɨ²¹̪nɯ⁵⁵	tsʰ ɨ ²¹ + n ɯ ⁵⁵	i n t + i n t
#
796	Kua-nsi (Hedong)	stomach	149	胃	hi²¹ mu³³	hi²¹mu³³	h i ²¹ + m u ³³	i n t + i n t
797	Kuamasi	stomach	149	胃	hi²¹̠ mũ³³	hi²¹̠mũ³³	h i ²¹ + m ũ ³³	i n t + i n t
798	Zibusi (Daqing)	stomach	149	胃	hai²¹ mu³³	hai²¹mu³³	h ai ²¹ + m u ³³	i n t + i n t
799	Laizisi (Moguang)	stomach	149	胃	hai²¹ mu³³	hai²¹mu³³	h ai ²¹ + m u ³³	i n t + i n t
800	Sonaga (Xinfeng)	stomach	149	胃	hai²¹ mo³³	hai²¹mo³³	h ai ²¹ + m o ³³	i n t + i n t
#
111	Kua-nsi (Hedong)	stone*	21	石头	lo³³ dzɿ⁵⁵	lo³³dzɿ⁵⁵	l o ³³ + dz ɿ ⁵⁵	i n t + i n t
112	Kua-nsi	stone*	21	石头	lo³³ dzɿ⁵⁵	lo³³dzɿ⁵⁵	l o ³³ + dz ɿ ⁵⁵	i n t + i n t
113	Kuamasi	stone*	21	石头	ʔwa̠²¹ pɯ³³	ʔwa̠²¹pɯ³³	ʔ w a̠/a ²¹ + p ɯ ³³	i m n t + i n t
114	Zibusi (Daqing)	stone*	21	石头	lou³³ di⁵⁵	lou³³di⁵⁵	l ou ³³ + d i ⁵⁵	i n t + i n t
115	Laizisi (Moguang)	stone*	21	石头	ʔwa̠²¹	ʔwa̠²¹	ʔ w a̠/a ²¹	i m n t
116	Sonaga (Xinfeng)	stone*	21	石头	lo³³ dʑi⁵⁵	lo³³dʑi⁵⁵	l o ³³ + dʑ i ⁵⁵	i n t + i n t
#
2237	Kua-nsi (Hedong)	straight	424	直(棍子很直)	tɯ̠³³	tɯ̠³³	t ɯ̠/ɯ ³³	i n t
2238	Kuamasi	straight	424	直(棍子很直)	tɯ³³	tɯ³³	t ɯ ³³	i n t
2239	Zibusi (Daqing)	straight	424	直(棍子很直)	tɯ³³	tɯ³³	t ɯ ³³	i n t
2240	Laizisi (Moguang)	straight	424	直(棍子很直)	tɯ⁵⁵	tɯ⁵⁵	t ɯ ⁵⁵	i n t
2241	Sonaga (Xinfeng)	straight	424	直(棍子很直)	dza²¹	dza²¹	dz a ²¹	i n t
#
890	Kua-nsi (Hedong)	strength	167	力气	tɕʰi³³	tɕʰi³³	tɕʰ i ³³	i n t
891	Kuamasi	strength	167	力气	tɕʰi³³	tɕʰi³³	tɕʰ i ³³	i n t
892	Zibusi (Daqing)	strength	167	力气	tɕʰi³³ xou³³	tɕʰi³³xou³³	tɕʰ i ³³ + x ou ³³	i n t + i n t
893	Laizisi (Moguang)	strength	167	力气	tɕʰi³³	tɕʰi³³	tɕʰ i ³³	i n t
894	Sonaga (Xinfeng)	strength	167	力气	tɕʰi²¹ xɛ̠⁵⁵	tɕʰi²¹xɛ̠⁵⁵	tɕʰ i ²¹ + x ɛ̠/ɛ ⁵⁵	i n t + i n t
#
7	Kua-nsi (Hedong)	sun*	2	太阳	u⁵⁵ tsʰu⁵⁵	u⁵⁵tsʰu⁵⁵	u ⁵⁵ + tsʰ u ⁵⁵	n t + i n t
8	Kua-nsi	sun*	2	太阳	ʔu⁵⁵ tsʰu⁵⁵	ʔu⁵⁵tsʰu⁵⁵	ʔ u ⁵⁵ + tsʰ u ⁵⁵	i n t + i n t
9	Kuamasi	sun*	2	太阳	ʔa²¹ tsʰu⁵⁵	ʔa²¹tsʰu⁵⁵	ʔ a ²¹ + tsʰ u ⁵⁵	i n t + i n t
10	Zibusi (Daqing)	sun*	2	太阳	ʔa³³ tsʰu⁵⁵	ʔa³³tsʰu⁵⁵	ʔ a ³³ + tsʰ u ⁵⁵	i n t + i n t
11	Laizisi (Moguang)	sun*	2	太阳	ʔa⁵⁵ tsʰu⁵⁵	ʔa⁵⁵tsʰu⁵⁵	ʔ a ⁵⁵ + tsʰ u ⁵⁵	i n t + i n t
12	Sonaga (Xinfeng)	sun*	2	太阳	mɛ̠²¹ hɛ⁵⁵ ki⁵⁵	mɛ̠²¹hɛ⁵⁵ki⁵⁵	m ɛ̠/ɛ ²¹ + h ɛ ⁵⁵ + k i ⁵⁵	i n t + i n t + i n t
#
833	Kua-nsi (Hedong)	sweat	156	汗	tɕua²¹	tɕua²¹	tɕ w a ²¹	i m n t
834	Kuamasi	sweat	156	汗	tɕua²¹	tɕua²¹	tɕ w a ²¹	i m n t
835	Zibusi (Daqing)	sweat	156	汗	tɕua²¹	tɕua²¹	tɕ w a ²¹	i m n t
836	Laizisi (Moguang)	sweat	156	汗	tɕua²¹	tɕua²¹	tɕ w a ²¹	i m n t
837	Sonaga (Xinfeng)	sweat	156	汗	tɕiɛ̠²¹	tɕiɛ̠²¹	tɕ j ɛ̠ ²¹	i m n t
#
2392	Kua-nsi (Hedong)	sweet	451	甜	tsʰɿ⁵⁵ mɨ⁵⁵̪	tsʰɿ⁵⁵mɨ⁵⁵̪	tsʰ ɿ ⁵⁵ + m ɨ ⁵⁵	i n t + i n t
2393	Kuamasi	sweet	451	甜	mi⁵⁵	mi⁵⁵	m i ⁵⁵	i n t
2394	Zibusi (Daqing)	sweet	451	甜	mi⁵⁵	mi⁵⁵	m i ⁵⁵	i n t
2395	Laizisi (Moguang)	sweet	451	甜	mi⁵⁵	mi⁵⁵	m i ⁵⁵	i n t
2396	Sonaga (Xinfeng)	sweet	451	甜	ɕiou⁵⁵	ɕiou⁵⁵	ɕ j ou ⁵⁵	i m n t
#
388	Kua-nsi (Hedong)	tail*	74	尾巴	mua̠²¹ vɨ²¹̪	mua̠²¹vɨ²¹̪	m w a̠ ²¹ + v ɨ ²¹	i m n t + i n t
389	Kua-nsi	tail*	74	尾巴	ʔmua̠²² vɨ²¹̪	ʔmua̠²²vɨ²¹̪	ˀm w a̠ ²² + v ɨ ²¹	i m n t + i n t
390	Kuamasi	tail*	74	尾巴	ma̠²¹ do²¹	ma̠²¹do²¹	m a̠/a ²¹ + d o ²¹	i n t + i n t
391	Zibusi (Daqing)	tail*	74	尾巴	mua̠²¹ do²¹	mua̠²¹do²¹	m w a̠ ²¹ + d o ²¹	i m n t + i n t
392	Laizisi (Moguang)	tail*	74	尾巴	ma̠²¹ do²¹	ma̠²¹do²¹	m a̠/a ²¹ + d o ²¹	i n t + i n t
393	Sonaga (Xinfeng)	tail*	74	尾巴	ma̠²¹⁵ kua³³	ma̠²¹⁵kua³³	m a̠/a ²¹⁵ + k w a ³³	i n t + i m n t
#
501	Kua-nsi (Hedong)	taro	96	芋头	bi⁵⁵ tʰɤ⁵⁵	bi⁵⁵tʰɤ⁵⁵	b i ⁵⁵ + tʰ ɤ ⁵⁵	i n t + i n t
502	Kuamasi	taro	96	芋头	bi⁵⁵ tʰɤ⁵⁵	bi⁵⁵tʰɤ⁵⁵	b i ⁵⁵ + tʰ ɤ ⁵⁵	i n t + i n t
503	Zibusi (Daqing)	taro	96	芋头	bi⁵⁵ tʰo⁵⁵	bi⁵⁵tʰo⁵⁵	b i ⁵⁵ + tʰ o ⁵⁵	i n t + i n t
504	Laizisi (Moguang)	taro	96	芋头	bi⁵⁵ tʰo⁵⁵	bi⁵⁵tʰo⁵⁵	b i ⁵⁵ + tʰ o ⁵⁵	i n t + i n t
505	Sonaga (Xinfeng)	taro	96	芋头	bi²¹ tʰɤ̪⁵⁵	bi²¹tʰɤ̪⁵⁵	b i ²¹ + tʰ ɤ̪/ɤ ⁵⁵	i n t + i n t
#
1117	Kua-nsi (Hedong)	tea	211	茶	tsu²¹	tsu²¹	ts u ²¹	i n t
1118	Kuamasi	tea	211	茶	tsu²¹	tsu²¹	ts u ²¹	i n t
1119	Zibusi (Daqing)	tea	211	茶	tsou²¹	tsou²¹	ts ou ²¹	i n t
1120	Laizisi (Moguang)	tea	211	茶	tɕu²¹	tɕu²¹	tɕ u ²¹	i n t
1121	Sonaga (Xinfeng)	tea	211	茶	tso²¹	tso²¹	ts o ²¹	i n t
#
2669	Kua-nsi (Hedong)	ten	502	十	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t
2670	Kuamasi	ten	502	十	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t
2671	Zibusi (Daqing)	ten	502	十	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t
2672	Laizisi (Moguang)	ten	502	十	tɕʰi⁵⁵	tɕʰi⁵⁵	tɕʰ i ⁵⁵	i n t
2673	Sonaga (Xinfeng)	ten	502	十	tɕʰi⁵⁵	tɕʰi⁵⁵	tɕʰ i ⁵⁵	i n t
#
880	Kua-nsi (Hedong)	tendon	165	筋(腱)	dzɿ⁵⁵ tɯ̠²¹	dzɿ⁵⁵tɯ̠²¹	dz ɿ ⁵⁵ + t ɯ̠/ɯ ²¹	i n t + i n t
881	Kuamasi	tendon	165	筋(腱)	dʑɤ̠²¹ tɕũ³³	dʑɤ̠²¹tɕũ³³	dʑ ɤ̠/ɤ ²¹ + tɕ ũ ³³	i n t + i n t
882	Zibusi (Daqing)	tendon	165	筋(腱)	dʑu²¹	dʑu²¹	dʑ u ²¹	i n t
883	Laizisi (Moguang)	tendon	165	筋(腱)	tʃi⁵⁵	tʃi⁵⁵	tʃ i ⁵⁵	i n t
884	Sonaga (Xinfeng)	tendon	165	筋(腱)	dʑyi²¹	dʑyi²¹	dʑ ɥ i ²¹	i m n t
#
2753	Kua-nsi (Hedong)	that*	518	那(个)	xu³³ tɕʰu⁵⁵	xu³³tɕʰu⁵⁵	x u ³³ + tɕʰ u ⁵⁵	i n t + i n t
2754	Kua-nsi	that*	518	那(个)	kʰu³³ tɕʰu⁵⁵	kʰu³³tɕʰu⁵⁵	kʰ u ³³ + tɕʰ u ⁵⁵	i n t + i n t
2755	Kuamasi	that*	518	那(个)	kʰu³³ mu⁵⁵	kʰu³³mu⁵⁵	kʰ u ³³ + m u ⁵⁵	i n t + i n t
